source_key,name,source_type,address,neighborhood,section_code,query,normalized_address,latitude,longitude,accepted,confidence,score,reason,geocoding_source
"pdf-2026-06-30-145","Azopardo","Plazoleta","Gral.Lavalle1800,esquina Frias Silva","Ciuda del a","11","General Lavalle 1800,esquina Frias Silva","LAVALLE, San Miguel de Tucumán, Capital, Tucumán, San Miguel de Tucuman, Capital, Tucuman","-26.8305868375","-65.2693411445","true","media","9.00","calle_o_tramo_aproximado","Georef Argentina v2"
"pdf-2026-06-30-146","Sin nombre","Espacio Verde","Barrio Pte.Peron. PU:440Calle80/19,desde La Platahasta Av.Independencia","","11","Barrio Pte.Peron., San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-147","Sin nombre","Espacio Verde","Barrio Pte.Per6n. PU:438Calle80/19SOentre La Platay Calle Sin Nombre COOPERATIVAJUNTOSPARAVIVIRMEJOR","","11","Barrio Pte.Per 6 n., San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-148","Francisco Avignone","Plaza","Italia3200y Bulnes","B°Mo del o","12","Plaza Francisco Avignone, San Miguel de Tucuman, Tucuman, Argentina","Plaza Francisco Avignone, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","-26.8078385","-65.2419895","true","alta","7.00","nombre_del_espacio","OpenStreetMap Nominatim"
"pdf-2026-06-30-149","Reina del a Paz","Plazoleta","Diegode Villarroel1700","AGEFT","12","Diegode Villarroel 1700, AGEFT, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-150","San Miguel","Plazoleta","Benjamin Araoz1200","San Miguel","12","Benjamin Araoz 1200, San Miguel, San Miguel de Tucuman, Tucuman, Argentina","1200, Avenida Benjamín Aráoz, Sarmiento, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","-26.8358354","-65.1796016","true","alta","8.25","direccion_con_altura","OpenStreetMap Nominatim"
"pdf-2026-06-30-151","Dorrego","Plazoleta","Av.Rocay Saenz Penia","Ex Aeropuerto","12","Avenida Roca y Saenz Penia","AV JULIO ARGENTINO ROCA (ESQUINA AV SAENZ PENA), San Miguel de Tucumán, Capital, Tucumán, San Miguel de Tucuman, Capital, Tucuman","-26.844690085","-65.200088002","true","media","10.00","calle_o_tramo_aproximado","Georef Argentina v2"
"pdf-2026-06-30-152","S/N","Plaza","Manuel Alberti2300,entre Ramirezde Velazcoy Pje Chazarreta","","12","Plaza S N, San Miguel de Tucuman, Tucuman, Argentina","Plaza Perú, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","1.00","coincidencia_aproximada",""
"pdf-2026-06-30-153","Lola Mora","Plaza","Av.Silvano Bores300y Santa Cruz","Sarmiento","12","Avenida Silvano Bores 300 y Santa Cruz, Sarmiento, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-154","Dr.Jose Lucas Penna","Plazoleta","Av.Belgrano 2900","Ampliacion Jardin","12","Avenida Belgrano 2900, San Miguel de Tucuman, Tucuman, Argentina","Avenida Belgrano, Modelo, Villa Luján, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","2.75","calle_o_tramo_aproximado",""
"pdf-2026-06-30-155","Mitre","Plazoleta","Av.Belgrano1400","Plazoleta Mitre","12","Avenida Belgrano 1400, San Miguel de Tucuman, Tucuman, Argentina","Avenida Belgrano, Jardín, Villa Luján, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","2.75","calle_o_tramo_aproximado",""
"pdf-2026-06-30-156","GOKU","Plaza","Ernesto Padilla340,esquina Pje.Ernesto Colombres","Floresta","12","Ernesto Padilla 340,esquina Pasaje Ernesto Colombres, Floresta, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-157","Estadosarabes","Plazoleta","Av.Kirchner1500","Ciuda del a","12","Avenida Kirchner 1500, San Miguel de Tucuman, Tucuman, Argentina","1500, Avenida Néstor Kirchner, El Cruce, Ciudadela, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","-26.8404613","-65.2225357","true","alta","6.50","direccion_con_altura","OpenStreetMap Nominatim"
"pdf-2026-06-30-158","Alfredo Rojas Paz","Plazoleta","Amado Nervo1800-Pje.Juan Heller1800","Judiciall","12","Amado Nervo 1800 Pasaje Juan Heller 1800, Judiciall, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-159","Los Lapachos","Plazoleta","Chacabuco1900","","12","Chacabuco 1900, San Miguel de Tucuman, Tucuman, Argentina","Chacabuco, Villa Angelina, Ex Ingenio Amalia, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","2.75","calle_o_tramo_aproximado",""
"pdf-2026-06-30-160","Lamadrid","Plaza","Av.Saenz Penay24deseptiembre/Benjamin Araoz","EIBajo(Terminal Vieja)","12","Avenida Saenz Penay 24 deseptiembre Benjamin Araoz, EIBajo Terminal Vieja, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-161","Rotonda San Cayetano","Plazoleta","Av.Papa Franciscoy Antonio Berutti","","12","Avenida Papa Francisco y Antonio Berutti, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-162","America","Boulevard","Av.Americadesde Santa Fehasta Diagonal90. PU:520al538","","12","America, San Miguel de Tucuman, Tucuman, Argentina","América, Vial 1, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","2.75","coincidencia_aproximada",""
"pdf-2026-06-30-163","TERRAPLEN","Vera Autopista","COSTADOOESTEde Aut.Circunvalacion PU376 COOPERATIVA THADEM","","12","COSTADOOESTEde Aut.Circunvalacion, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-164","Zenon Santillan","Parque","Colombia3100","Ampliacion Kennedy","13","Colombia 3100, Ampliacion Kennedy, San Miguel de Tucuman, Tucuman, Argentina","Colombia, Kennedy, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","-26.7991083","-65.2405853","true","media","3.75","calle_o_tramo_aproximado","OpenStreetMap Nominatim"
"pdf-2026-06-30-165","4dejunio","Plazoleta","Mendoza3800y Esquiu","Aconquija","13","Mendoza 3800 y Esquiu, Aconquija, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-166","Los Platanos","Plaza","Vicente Gallo1400,esquina Pje.Acevedo","Los Platanos","13","Vicente Gallo 1400,esquina Pasaje Acevedo, Los Platanos, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-167","Espacioverde","Espacio Verde","PU460 COOPERATIVALOMASDETAFI","8*Fede Villa","13","Espacio Verde Espacioverde, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-168","Int.Roberto Avellaneda","Plaza","Thamesy Lucio Mansilla250","Ferroviario","14","Thames y Lucio Mansilla 250, Ferroviario, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-169","Sin nombre","Platabanda","PU-282-283","Autopista","14","","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-170","Nicomedes Juri","Plaza","Juan Padrosy Huemul","240Viviendas","14","Juan Padros y Huemul, 240Viviendas, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-171","S/N","Plaza","Benigno Vallejoentre Virlay Gorritihasta Juan Padros(2espacios/cuadras)","Vialll","14","Plaza S N, San Miguel de Tucuman, Tucuman, Argentina","Plaza Perú, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","1.00","coincidencia_aproximada",""
"pdf-2026-06-30-172","S/N","Plaza","Pedro L.Galloentre Juan Padrosy Lopez Manan(esun L,sinlaescuela)","Fede Villa","14","Plaza S N, San Miguel de Tucuman, Tucuman, Argentina","Plaza Perú, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","1.00","coincidencia_aproximada",""
"pdf-2026-06-30-173","S/N","Plazoleta","Av.Rocay Primera Junta","Villa Alem","14","Plazoleta S N, San Miguel de Tucuman, Tucuman, Argentina","Plazoleta 5 Torres, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","1.00","coincidencia_aproximada",""
"pdf-2026-06-30-174","Joaquin Morales Sola","Plazoleta","Diegode Rojas147,alt San Lorenzo3200","Los Alamos","14","Diegode Rojas 147,alt San Lorenzo 3200, Los Alamos, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-175","S/N","Plaza","Ignacio Gorritiy Pedro Berreta","76Viviendas","14","Plaza S N, San Miguel de Tucuman, Tucuman, Argentina","Plaza Perú, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","1.00","coincidencia_aproximada",""
"pdf-2026-06-30-176","S/N","Plazoleta","Lopez Pondaly Benigno Vallejos","Elena White","14","Lopez Pondal y Benigno Vallejos","MANUEL LOPEZ PONDAL (ESQUINA BENIGNO VALLEJO), San Miguel de Tucumán, Capital, Tucumán, San Miguel de Tucuman, Capital, Tucuman","-26.851568035","-65.270828854","true","media","11.00","calle_o_tramo_aproximado","Georef Argentina v2"
"pdf-2026-06-30-177","S/N","Plaza","Av.71 NE-Pje.71/20NE-Pje.22/71NE P.U.270","130Viviendas","14","Plaza S N, San Miguel de Tucuman, Tucuman, Argentina","Plaza Perú, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","1.00","coincidencia_aproximada",""
"pdf-2026-06-30-178","S/N","Plaza","Rafael Obligadoy71/20NE P.U.269","130Viviendas","14","Plaza S N, San Miguel de Tucuman, Tucuman, Argentina","Plaza Perú, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","1.00","coincidencia_aproximada",""
"pdf-2026-06-30-179","S/N","Plaza","Venezuela200. PU:412 COOPERATIVAAGROPECUARIA","","14","Venezuela 200., San Miguel de Tucuman, Tucuman, Argentina","Venezuela, Alberdi Norte, Vial 1, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","2.75","calle_o_tramo_aproximado",""
"pdf-2026-06-30-180","1°de Mayo","Plaza","Mendoza2650","Villa Lujan","15","Mendoza 2650, Villa Lujan, San Miguel de Tucuman, Tucuman, Argentina","2650, Mendoza, Villa Luján, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","-26.8209169","-65.2367999","true","alta","8.50","direccion_con_altura","OpenStreetMap Nominatim"
"pdf-2026-06-30-181","Ing.Domingo Torres","Plazoleta","Pueyrredon1000y Alsina","24de Septiembre","15","Plazoleta Ing.Domingo Torres, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-182","Dr.William Ernest Cross","Plazoleta","Florida2600y Constitucion","Card Samore","15","Florida 2600 y Constitucion, Card Samore, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-183","Sin nombre","Plaza","Av.Americo Vespucioy Av.Colon1900","SEOCI","15","Avenida Americo Vespucio y Avenida Colon 1900, SEOCI, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-184","Sin nombre","Platabanda","PLATABANDAAV.AMERICAYDIAGONAL90HASTARAPELLI","B*FE PUT","15","PLATABANDAAV.AMERICAYDIAGONAL 90 HASTARAPELLI, B*FE PUT, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-185","Enrique G.Hamilton","Plaza","Isabel la Catolica600(entre Maipuy Munecas)","Los Pinos Il","15","Isabel la Catolica 600 entre Maipu y Munecas, Los Pinos Il, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-186","Sin nombre","Espacio Verde","Costadodel BMutual Policial paralelo alcanalsur PU:323325,328","","15","Costadodel BMutual Policial paralelo alcanalsur, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-187","Sin nombre","Espacioverde","Av.Papa Fcoentre Jose Ingenieroy PMiguel Araoz-DELCENTROALSUR- P.U.393 COOPERATIVA PRENDATUC","","15","Avenida Papa Fco entre Jose Ingeniero y PMiguel Araoz DELCENTROALSUR, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-188","Virgendel Rosariode San Nicolas","Plazoleta","Jose Manuel Estrada3800,esquina Fray M.Esquiu","Cooperget Il","16","Jose Manuel Estrada 3800,esquina Fra y M.Esquiu, Cooperget Il, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-189","Dr.Pedro Cossio Paz","Plazoleta","Jose Frias Araujoy Guido L.Garcia(Altura Espania4300)","Ampliacion Padilla","16","Jose Frias Araujo y Guido L.Garcia Altura Espania 4300, Ampliacion Padilla, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-190","25de Mayo","Plaza","Castro Barrosentre Ecuadory Paraguay","Kennedy","16","Castro Barros entre Ecuador y Paraguay, Kennedy, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-191","ATSA","Plazoleta","Av.Ejercitode Nortentre Paraguayy Ecuador","","16","Avenida Ejercitode Nort entre Paraguay y Ecuador","AV EJERCITO DEL NORTE (ENTRE PARAGUAY Y ECUADOR), San Miguel de Tucumán, Capital, Tucumán, San Miguel de Tucuman, Capital, Tucuman","-26.803114042","-65.2261923275","true","media","10.00","calle_o_tramo_aproximado","Georef Argentina v2"
"pdf-2026-06-30-192","ATSA","Plaza","Av.Ejercitodel Norte,entre Colombiay Venezuela","","16","Avenida Ejercitodel Norte,entre Colombia y Venezuela, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-193","ATSAII","Plaza","Thamesentre Paraguayy Ecuador","","16","Thames entre Paraguay y Ecuador, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-194","S/N","Plaza","Thamesy Paraguay","","16","Thames y Paraguay","JOSE IGNACIO THAMES (ESQUINA PARAGUAY), San Miguel de Tucumán, Capital, Tucumán, San Miguel de Tucuman, Capital, Tucuman","-26.804292377","-65.223829946","true","media","10.00","calle_o_tramo_aproximado","Georef Argentina v2"
"pdf-2026-06-30-195","Sin nombre","Espacio Verde","B*Mutual Provincial. PU:480,481","","16","Barrio Mutual Provincial., San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-196","Sin nombre","Espacio Verde","FFCC,desde San Juanhasta Av.Sarmiento,praleloa Marco Avellaneda. PU:315al318","","16","FFCC,desde San Juanhasta Avenida Sarmiento,praleloa Marco Avenida ellaneda., San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-197","Sin nombre","Espacio Verde","Av.Papa Fcoentre Jose Ingenieroy PMiguel Araoz-DELCENTROALNORTE- P.U.393","","16","Avenida Papa Fco entre Jose Ingeniero y PMiguel Araoz DELCENTROALNORTE, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-198","v Centenario","Parque","Av.Belgrano4250 COOPERATIVASANTA GUADALUPE","Parque","17","Avenida Belgrano 4250, Parque, San Miguel de Tucuman, Tucuman, Argentina","Avenida Belgrano, Modelo, Villa Luján, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","2.75","calle_o_tramo_aproximado",""
"pdf-2026-06-30-199","Rene Favaloro","Plaza","Bernabe Araoz4000,esquina Rene Favaloro","Parque Sur","18","Bernabe Araoz 4000,esquina Rene Favaloro, Parque Sur, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-200","Las Americas","Plaza","Federico Helguera1900-Mejico3200","Ampliacion Kennedy","18","Plaza Las Americas, San Miguel de Tucuman, Tucuman, Argentina","Plaza de las Américas, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","-26.7965128","-65.2419124","true","alta","5.25","nombre_del_espacio","OpenStreetMap Nominatim"
"pdf-2026-06-30-201","B*Policial IV","Plaza","Fria Silvay Mercedesde Sanmartin- P.U259","B*Policial IV","23","Fria Silva y Mercedesde Sanmartin, B*Policial IV, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-202","Alfredo Palacio","Terraplen","Alfredo Palaciosentre Av.Gobernadordel Campoy Av.Martin Berho PU:314","B°COPIAT","23","Alfredo Palacios entre Avenida Gobernadordel Campo y Avenida Martin Berho, B°COPIAT, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-203","Juan Manuelde Rosas","Plaza","Diagonal Padre Montiycalle Luis M.Drago- PU:161 COOPERATIVAELGAUCHO","B*Padre Monti","23","Diagonal Padre Montiycalle Luis M.Drago, B*Padre Monti, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-204","Dr.Mario Molina","Plaza","Inca Garcilaso del a Vega,Pje.Alfredo Nobely Sara Carreras","","19","Inca Garcilaso de la Vega,Pasaje Alfredo Nobel y Sara Carreras, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-205","S/N","Plaza","Colombia4500y E.Echeverria","Farmaceutico","19","Plaza S N, San Miguel de Tucuman, Tucuman, Argentina","Plaza Perú, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","1.00","coincidencia_aproximada",""
"pdf-2026-06-30-206","Diagonal90","Boulevard","Diagonal90entre Mejicoy Pje.Tagle","","19","Diagonal 90 entre Mejico y Pasaje Tagle, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-207","S/N","Plaza","sabella Catolica1600,esquina Lucas Cordoba","Los Andes","19","Plaza S N, San Miguel de Tucuman, Tucuman, Argentina","Plaza Perú, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","1.00","coincidencia_aproximada",""
"pdf-2026-06-30-208","ESPERANZA","Plaza","","","19","Plaza ESPERANZA, San Miguel de Tucuman, Tucuman, Argentina","Plaza Esperanza, Juan Benjamín Terán, Ampliación Ciudadela, Floresta, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","-26.8250326","-65.2410872","true","alta","5.25","nombre_del_espacio","OpenStreetMap Nominatim"
"pdf-2026-06-30-209","Nestor Kirchner","Boulevard","Av.Kirchnerentre Av.Alemy Av.Adolfo dela ega.lncluyeplatabandaangosta","","22","Nestor Kirchner, San Miguel de Tucuman, Tucuman, Argentina","Avenida Néstor Kirchner, Ampliación Ciudadela, 24 de septiembre, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","-26.8370639","-65.2386018","true","media","5.25","calle_o_tramo_aproximado","OpenStreetMap Nominatim"
"pdf-2026-06-30-210","Sin nombre","Plaza","Manuel Estrada4000","Congreso","22","Manuel Estrada 4000, Congreso, San Miguel de Tucuman, Tucuman, Argentina","Manuel Estrada, Congreso, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","-26.7891821","-65.2515313","true","media","5.50","calle_o_tramo_aproximado","OpenStreetMap Nominatim"
"pdf-2026-06-30-211","Sin nombre","Centro Autopista","P.U.284-Km","","22","","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-212","Amador Lucero","Boulevard","Amador Lucero/Thamesentre Lavalley San Martin COOPERATIVAAGUAS DEL VALLE TRAMO1DEROCAAINDEPENDENCIA TRAMO2DEINDEPENDENCIAARUTA301","","22","Amador Lucero, San Miguel de Tucuman, Tucuman, Argentina","Amador Lucero, Kirchner, Manantial Sur, San Miguel de Tucumán, Departamento Lules, Tucumán, T4128, Argentina","-26.8685325","-65.2401321","true","media","6.00","calle_o_tramo_aproximado","OpenStreetMap Nominatim"
"pdf-2026-06-30-213","CANALSUR","Platabanda"," TRAMO3DEINDEPENDENCIAACOLON TRAMO4DECOLONAINDEPENDENCIA COOPERATIVACONSTRUNOR","","20","Platabanda CANALSUR, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-214","Alejandro Heredia","Plaza","Chile3300","Mo del o","21","Chile 3300, San Miguel de Tucuman, Tucuman, Argentina","Chile, Juan XXIII, San Miguel de Tucumán, Departamento Capital, Tucumán, T4000, Argentina","","","false","revisar","2.75","calle_o_tramo_aproximado",""
"pdf-2026-06-30-215","Dupuy(ex Navarro)","Plaza","San Juan4700esquina Martin Rodriguez","Alperovich","21","San Juan 4700 esquina Martin Rodriguez, Alperovich, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-216","Cristobal Colon","Plazoleta","Diegode Rojasy Domingo Matheu3100","Independenciall","21","Diegode Rojas y Domingo Matheu 3100, Independenciall, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-217","Dr.Ramon Domingo Auad","Plaza","Pueyrredon2000y Baunany","SEOC200viviendas","21","Plaza Dr.Ramon Domingo Auad, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
"pdf-2026-06-30-218","Heroesde Malvinas","Plazoleta","Francia1350y Mario Bravo","El Parque","21","Francia 1350 y Mario Bravo, El Parque, San Miguel de Tucuman, Tucuman, Argentina","","","","false","revisar","","sin_resultado_confiable",""
